Netflix_Vol.,Netflix_Price_MA_50,Netflix_Price_EMA_12,Netflix_Price_Volatility_30,Netflix_Price_Lag_7,Netflix_Price_Lag_30,Netflix_Price_BB_Upper,Netflix_Price_BB_Lower,Netflix_Price_RSI_14,Netflix_Price_ROC_10,Natural_Gas_Price,Crude_oil_Price,Copper_Price,Bitcoin_Price,Platinum_Price,Ethereum_Price,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Tesla_Price,Microsoft_Price,Silver_Price,Google_Price,Nvidia_Price,Berkshire_Price,Amazon_Price,Meta_Price,Gold_Price
4420000.0,468.592,442.6150993783201,0.014054779669061013,444.62,472.06,496.70214562584425,418.2818543741558,8.282448723970518,-9.045936395759725,3.472,82.46,3.6725,34931.4,930.6,1800.27,4317.78,14919.54,177.57,218.51,348.32,22.846,127.49,435.06,530340.0,138.07,310.87,1993.5
4810000.0,467.37100000000004,439.16508408934783,0.014115106733590345,447.24,469.83,496.54939983216843,413.05660016783156,8.096112641567132,-9.037970299173049,3.494,80.44,3.649,35423.8,934.9,1846.6,4237.86,14664.91,173.97,205.66,346.07,22.79,126.45,423.25,523749.0,137.0,311.85,1987.5
3870000.0,465.7616,434.938148075602,0.013594208330217494,435.15,479.98,496.0634016958466,406.9925983041533,7.211014176662985,-8.238047475760613,3.575,81.02,3.649,34650.6,944.9,1815.13,4193.8,14409.78,170.77,200.84,338.11,22.952,124.08,407.8,517825.0,133.09,301.27,1994.3
5280000.0,464.1186,431.11381760243245,0.012325386487636175,436.65,463.0,494.30090048567956,401.8630995143204,7.965667821111225,-7.768431469569526,3.352,82.31,3.6585,34477.9,939.9,1809.05,4166.82,14335.51,170.29,197.36,337.31,23.396,124.46,411.61,513065.0,132.71,302.66,2005.6
5000000.0,462.5094,425.9993841251352,0.013191462906820252,434.61,459.89,492.944839067236,395.089160932764,5.4782160350605835,-11.03881584831411,3.164,85.54,3.646,33901.8,901.5,1779.54,4117.37,14180.42,168.22,207.3,329.81,22.774,122.17,405.0,503375.0,127.74,296.73,1989.0
6690000.0,460.93840000000006,422.5440942597298,0.013528442229726692,434.74,453.76,489.3287906590091,391.10320934099093,12.678936605316991,-7.26416178329311,3.214,83.21,3.5845,34153.7,909.0,1803.13,4137.23,14109.57,166.89,205.76,327.89,22.795,122.28,403.26,510125.0,119.57,288.35,1987.9
6220000.0,459.4628000000001,420.80654129669443,0.014160680004154347,432.36,452.0,484.2203360771711,389.53666392282884,24.26369391687311,-5.817015916638035,3.01,85.39,3.591,34496.8,912.4,1787.0,4186.77,14381.64,171.1,212.42,340.67,22.895,125.61,417.79,512400.0,121.39,299.53,1985.5
6440000.0,458.25620000000004,419.7178426356645,0.01415800423055741,424.71,446.73,478.644546288454,388.99045371154585,28.280129377021524,-4.804307310002065,2.971,83.74,3.624,33917.0,891.9,1784.88,4247.68,14745.86,173.44,216.52,330.53,22.999,138.81,436.63,516250.0,128.56,312.55,1976.8
7340000.0,456.89959999999996,417.73663607633154,0.013794809572861392,420.19,455.15,472.46712450753904,388.4048754924609,23.202440965773405,-6.417628927634911,2.926,85.49,3.5865,33041.8,905.0,1763.75,4217.04,14604.85,173.0,212.08,329.32,23.095,136.5,429.75,512500.0,126.56,314.01,1978.2
12780000.0,455.5136,415.1556151415113,0.013933507957342921,411.69,453.9,467.68782567339633,386.68917432660373,25.285528408269485,-7.2624664631325775,2.899,88.75,3.563,29674.5,905.1,1603.89,4224.16,14560.88,172.88,211.99,326.67,23.504,135.6,413.87,511000.0,125.17,308.65,1994.4
17403000.0,454.17900000000003,413.0962897351249,0.012785320326369337,410.08,465.74,461.3281481461256,386.5308518538744,24.53271028037385,-5.401332674059944,2.957,89.37,3.601,28723.0,898.2,1566.79,4278.0,14783.13,175.46,220.11,331.32,23.031,137.75,421.01,515550.0,128.4,312.81,1980.5
9620000.0,451.36519999999996,402.8030143912595,0.027067106085985577,397.87,473.97,465.3199572079545,370.9640427920455,13.768234715620409,-17.61108070158738,3.056,88.32,3.587,28321.7,894.3,1563.43,4314.6,14909.26,175.84,242.68,330.11,23.099,137.96,421.96,518145.0,128.13,316.97,1968.3
5830000.0,448.6694,395.5594737156811,0.027767272043999303,403.54,477.19,466.0238424147563,360.9671575852437,19.936082788007937,-13.59518083995238,3.079,86.66,3.5785,28403.6,906.2,1564.99,4373.2,15122.01,177.15,254.85,332.06,23.024,139.72,439.38,527750.0,131.47,324.0,1935.7
5100000.0,446.05,390.21493929788403,0.028004983928478503,411.25,479.0,464.6725601198544,353.9384398801457,23.333830326524534,-12.01229028482247,3.109,86.66,3.582,28509.7,899.4,1599.48,4373.63,15172.73,178.72,253.92,332.64,22.765,139.1,460.95,527475.0,132.55,321.15,1934.3
6320000.0,443.3398,384.9018717135942,0.027963802276030958,413.73,479.17,461.9963675873429,347.45863241265715,23.77877383575175,-10.603966119586794,3.236,87.69,3.571,26863.5,884.2,1552.17,4327.78,14995.12,178.85,251.12,327.73,22.895,137.36,454.61,522700.0,129.79,314.69,1941.5
7350000.0,440.8286,381.2554299115028,0.028277557815092287,406.84,479.56,459.5636067211754,342.49639327882454,27.761441604463542,-10.492144520989255,3.344,82.91,3.591,26761.1,875.8,1539.7,4349.61,15184.1,180.71,258.87,331.16,21.959,138.97,469.45,524517.0,132.33,324.16,1883.0
9030000.0,438.315,378.8976714635793,0.028548107809281072,400.96,478.0,455.5094779347698,339.47852206523027,32.24429613534069,-11.020060790273556,3.377,83.49,3.612,26876.6,893.0,1566.88,4376.95,15241.12,179.8,262.99,332.42,22.133,140.55,468.06,528820.0,131.83,327.82,1887.3
7150000.0,435.99600000000004,378.0395681614902,0.0290226773990624,401.77,474.95,450.6368063147278,338.22219368527215,36.34878193701723,-9.767239504024372,3.382,85.97,3.634,27391.0,890.2,1567.6,4358.24,15131.52,178.39,263.62,328.39,21.953,138.06,457.98,528530.0,129.48,321.84,1875.3
3300000.0,433.8146,379.25655767510705,0.029975176126174216,346.19,474.47,444.9734798483627,339.00652015163735,45.5871464534281,-5.134696686658147,3.376,86.38,3.646,27581.4,888.8,1579.74,4335.66,15047.16,178.99,259.67,329.82,21.924,138.42,452.73,523690.0,128.26,318.36,1864.3
4780000.0,431.7224,379.60324110970595,0.02991128941853865,355.72,465.91,439.04639806712873,339.84860193287125,41.769408951655066,-4.850857940941733,3.338,82.79,3.6275,27936.9,881.5,1645.62,4308.5,14973.24,177.49,260.53,327.26,21.723,137.58,457.62,525425.0,127.96,315.43,1845.2
4990000.0,429.733,378.524280938982,0.03002828772866109,360.82,466.95,434.05913153069156,339.62386846930843,35.68572274881515,-7.2628618363740465,3.166,82.31,3.552,27410.3,862.5,1611.58,4258.19,14723.22,174.91,260.05,319.36,21.019,135.07,446.88,523545.0,125.96,304.79,1831.8
4270000.0,427.8743999999999,378.27439156375397,0.030208990207362722,355.68,461.94,429.3586981725032,339.99530182749675,36.54562723752464,8.870851266645484,2.962,84.22,3.589,27790.9,874.2,1647.05,4263.75,14776.25,173.66,261.16,318.95,21.146,135.24,440.41,521675.0,127.0,305.58,1834.8
8810000.0,425.80979999999994,378.0398697847149,0.029923651069631654,361.2,448.65,425.86263315327176,339.99736684672826,38.438484592330745,5.91195322163498,2.949,89.23,3.621,27428.4,879.6,1656.88,4229.45,14565.62,172.4,246.53,313.39,21.377,132.43,435.17,521919.0,124.72,300.94,1841.5
3100000.0,424.1564,378.3921975101433,0.030036206399214414,365.93,444.62,422.43193785646736,340.45306214353263,41.93068919658922,5.407128207970735,2.84,88.82,3.6415,27505.3,886.8,1662.79,4288.39,14837.57,173.75,251.6,321.8,21.421,134.17,447.82,527960.0,129.46,306.82,1847.2
4210000.0,422.51059999999995,378.2703209701213,0.029971595535235474,373.32,447.24,420.70435482544514,340.1536451745548,40.6859344894027,6.162843004948271,2.929,90.79,3.7375,26909.8,915.9,1667.72,4288.05,14715.24,171.21,250.22,315.75,22.45,130.86,434.99,531477.0,127.12,300.21,1866.1
4360000.0,420.9626,377.9764254362565,0.029686286620423323,385.95,435.15,417.86906618517804,340.27093381482206,70.00397825222123,4.197120708748625,2.945,91.71,3.708,27022.6,915.1,1652.89,4299.7,14702.77,170.69,246.38,313.64,22.741,132.31,430.89,541105.0,125.98,303.96,1878.6
3830000.0,419.4744,377.9169753691401,0.029684679756756455,381.51,436.65,413.1066216753662,341.6673783246338,66.29414394278051,3.1864017708304715,2.764,93.68,3.6365,26366.1,896.3,1598.49,4274.51,14580.16,170.43,240.5,312.79,22.724,130.54,424.68,542495.0,125.98,297.74,1890.9
4050000.0,418.12479999999994,378.1220560815801,0.029727701321816777,372.59,434.61,407.0642994032131,344.2617005967868,64.4730642374745,1.5884495874852744,2.656,90.39,3.649,26218.9,914.2,1594.04,4273.53,14545.83,171.96,244.12,312.14,23.196,128.57,419.11,545870.0,125.98,298.96,1919.8
3720000.0,416.7178,379.14943206902933,0.02991503089064056,376.9,434.74,402.7367229580757,346.38527704192427,72.7215980024969,-0.29796605777949736,2.639,89.68,3.67,26302.7,923.6,1588.62,4337.44,14768.89,176.08,246.99,317.54,23.385,131.11,422.22,548360.0,131.27,300.83,1936.6
3700000.0,415.236,379.25105790456325,0.02996250219567939,376.75,432.36,398.9641720670325,348.04282793296755,64.64201416207712,-0.4455977562842328,2.637,90.03,3.696,26581.9,934.1,1593.1,4320.06,14701.1,174.79,244.88,317.01,23.844,130.25,416.1,546215.0,129.12,299.08,1945.6
5530000.0,413.60420000000005,380.00474130386124,0.029970105546806985,380.33,424.71,394.9972855032287,350.2477144967713,64.42368587713742,3.1026060817520573,2.61,89.63,3.696,26570.0,924.6,1584.03,4330.0,14694.24,173.93,255.7,319.53,23.687,130.44,410.17,551030.0,129.33,295.73,1939.6
3830000.0,411.8508,380.97324264172875,0.02997162693695205,377.6,420.19,394.01846819552884,355.23753180447125,61.20511049723759,2.494030246749812,2.733,90.28,3.776,27125.0,942.3,1622.28,4402.2,14969.92,175.49,262.59,320.77,23.836,133.74,422.39,556580.0,135.29,299.67,1967.1
4070000.0,410.23100000000005,383.31582069684737,0.03019600298953023,376.36,411.69,396.18260173702384,357.12139826297613,59.28610255481066,5.162574651625751,2.848,91.2,3.747,27209.2,948.4,1643.08,4443.95,15191.23,179.07,266.5,328.65,23.456,138.04,435.2,563073.0,137.63,305.07,1953.7
4700000.0,408.539,385.0210790511785,0.0301984666427686,377.59,410.08,397.9044480731781,358.7575519268218,62.26450999048525,3.6994189256698062,2.728,91.48,3.779,26763.5,938.3,1636.92,4453.53,15225.37,177.97,265.28,329.06,23.498,138.21,439.66,562800.0,139.98,302.55,1953.4
9120000.0,406.89439999999996,386.85475919715105,0.029721431906562013,379.25,397.87,398.56237669079627,362.22562330920374,76.36993718865068,5.1218220338983045,2.644,90.77,3.801,26601.0,929.5,1641.31,4450.32,15202.4,175.01,274.39,330.22,23.386,137.4,439.0,559500.0,140.39,300.31,1946.2
10680000.0,405.31300000000005,388.9524885514355,0.029651739441677462,384.8,403.54,400.2833810023133,364.43361899768666,75.9744549658666,6.411414603039645,2.708,90.16,3.8215,26524.7,911.1,1626.49,4505.1,15473.89,175.74,276.04,338.7,22.994,138.1,455.81,561740.0,144.72,311.72,1932.8
11790000.0,403.99780000000004,392.5351826204455,0.029934193092178023,379.81,411.25,405.40769533163325,363.9403046683667,81.12611822487284,9.176620143541946,2.68,88.52,3.793,26223.0,905.2,1607.63,4467.44,15348.53,174.21,271.3,336.06,23.181,136.71,454.85,557955.0,144.85,305.06,1932.5
3120000.0,403.1926,399.02053914037697,0.03150479595899497,384.15,413.73,417.5712469080583,357.9137530919417,85.81971534001056,14.61832564271588,2.743,88.84,3.792,25834.5,912.8,1592.5,4461.9,15289.74,176.3,267.48,331.77,23.402,135.34,448.7,557415.0,141.23,301.66,1935.1
2910000.0,402.6104,406.14968696493435,0.031554375343858146,386.3,406.84,430.093513535447,351.3324864645529,90.41994750656164,15.738045738045736,2.608,87.29,3.807,25166.4,902.3,1551.89,4487.46,15461.87,179.36,273.58,337.94,23.383,136.92,451.78,555309.0,143.1,307.56,1947.2
2700000.0,402.1482,411.7881966626368,0.031423035115131,396.2,400.96,439.21561332026243,348.33938667973763,89.01808785529714,16.584608093520448,2.605,87.51,3.7165,25909.5,894.8,1636.45,4457.49,15280.23,178.18,248.5,334.27,23.174,136.38,455.72,551405.0,138.23,297.89,1942.7
2910000.0,401.67199999999997,416.6115510222311,0.031426344194757795,394.4,401.77,446.6071538976455,348.0028461023545,88.90207715133529,15.3559807366914,2.579,86.87,3.762,26249.8,909.6,1648.09,4451.14,15258.52,177.56,251.49,329.91,23.24,135.26,462.41,548930.0,137.85,298.67,1942.5
3860000.0,401.3484,421.09592778804165,0.01635169466994436,396.94,346.19,453.54408103478266,347.9519189652173,89.0271094941908,15.392182241780983,2.51,87.54,3.786,25758.0,915.3,1633.18,4465.48,15371.44,182.91,251.92,332.88,23.503,134.46,470.61,548660.0,135.36,299.17,1944.2
6150000.0,401.349,425.3396312052661,0.015957673111078752,400.49,355.72,459.9808203879943,348.70817961200567,88.67764591910873,13.245835436648168,2.582,86.69,3.8485,25790.2,933.5,1634.46,4496.83,15508.24,189.7,256.49,333.55,23.873,135.77,485.2382,546627.0,137.27,300.15,1952.6
4790000.0,401.25419999999997,427.5766110198405,0.016672529232843902,412.24,360.82,463.91271175415517,350.73128824584484,84.76675541150594,11.53144016227181,2.765,85.55,3.852,25803.2,968.7,1629.0,4515.77,15490.86,189.46,245.01,328.66,24.562,135.66,485.09,550000.0,138.12,296.38,1967.1
3800000.0,400.98299999999995,428.5155939398651,0.0166660093968103,434.69,355.68,466.0696082233923,354.18239177660774,78.06232294617564,9.255806922960641,2.768,83.63,3.822,25937.3,974.4,1645.82,4507.66,15501.07,187.87,258.08,327.76,24.812,136.17,485.2382,546725.0,138.01,295.89,1965.9
3620000.0,400.9734,429.4624256414243,0.016601298713973374,445.36,361.2,467.6371949430591,358.44580505694086,77.77012286140773,8.534545182151865,2.796,81.63,3.844,27298.8,983.3,1705.22,4514.87,15462.43,187.65,256.9,328.79,25.104,135.88,485.2382,547348.0,135.07,295.1,1973.0
4400000.0,400.8402,429.54359092735905,0.01683559274068979,442.8,365.93,468.0797207272463,363.2432792727537,70.63637474044216,4.305744226664077,2.556,81.16,3.8295,27723.9,983.0,1729.69,4497.63,15376.55,184.12,257.18,328.41,25.139,134.57,485.2382,543593.0,134.91,297.99,1965.1
2920000.0,400.50919999999996,427.77688463084223,0.017650758193963088,443.14,373.32,467.13896444389366,368.0650355561064,62.85869565217392,-3.82571487726886,2.579,80.1,3.7855,26118.9,969.1,1653.22,4433.31,15052.46,180.19,238.82,323.7,24.605,131.01,468.35,539605.0,133.14,290.26,1946.8
5390000.0,400.135,425.9696716107126,0.016782631571542226,445.76,385.95,466.2553718095396,372.0716281904604,60.43283418952888,-6.585683492006478,2.54,79.83,3.779,26057.2,945.1,1653.74,4405.71,14941.83,178.61,238.59,322.98,24.583,129.88,460.18,540000.0,133.26,285.5,1939.9
5660000.0,399.6264,423.0404913629107,0.017185901579607598,448.68,381.51,464.28441431801224,376.75458568198775,53.318219291014,-8.1007226738934,2.519,79.05,3.7875,26177.0,939.9,1660.89,4376.31,14816.44,176.38,230.04,319.97,24.575,129.78,471.63,537780.0,131.84,286.75,1947.1
8130000.0,399.6832,423.7342619224629,0.018628667831681323,439.88,372.59,463.03147525367626,382.34752474632387,57.2278349542064,-3.5180755517443596,2.497,78.89,3.8305,26436.2,935.1,1679.93,4436.01,15148.06,181.12,236.86,327.0,24.71,132.37,471.16,537150.0,135.52,294.24,1948.1
3600000.0,399.5428,422.1089908574686,0.019847347472348346,433.68,376.9,460.9135509149373,387.15244908506276,39.00245298446444,-7.311109117013636,2.56,80.35,3.7825,26039.9,921.4,1634.29,4387.55,14908.96,177.23,233.19,322.46,23.763,129.08,456.68,531840.0,134.25,287.6,1926.0
3840000.0,399.4748,419.9829922640119,0.0200283517607394,434.67,376.75,459.96063741504156,389.3143625849584,29.864204236827817,-9.001961308727823,2.632,80.72,3.7465,26126.0,910.4,1667.6,4399.77,14936.69,175.84,231.28,321.88,23.659,128.37,469.67,534700.0,134.68,289.9,1923.0
4310000.0,399.36379999999997,417.6056088387793,0.020106052584666745,429.99,380.33,458.8971705489288,391.39082945107134,29.479892761394098,-8.03628262253342,2.551,81.25,3.706,26053.2,916.25,1661.26,4369.71,14694.84,174.49,215.49,316.48,22.733,127.46,432.99,535817.0,133.22,283.25,1916.5
6010000.0,399.4664,415.3585920943517,0.0200606443429818,418.06,377.6,458.2289540215877,392.6650459784123,28.748411689961898,-7.074340527577938,2.621,80.39,3.6915,26635.7,900.15,1683.89,4370.36,14715.81,174.0,219.22,316.88,22.715,129.92,433.43,535821.0,133.98,285.09,1915.2
3930000.0,399.70459999999997,415.3726548490668,0.020689415126151873,416.03,376.36,457.21457446516325,395.17542553483673,35.46561810683802,-4.421745232015095,2.592,79.38,3.6575,28726.3,891.3,1807.81,4404.33,14876.47,176.57,225.6,320.4,22.535,128.7,434.86,537497.0,135.07,294.29,1928.3
3360000.0,399.95359999999994,416.6537848722873,0.020903502664466004,406.93,377.59,457.118350453189,396.41764954681105,38.60401459854014,-1.4628247168538833,2.659,80.99,3.6675,29195.3,892.2,1828.98,4437.86,15037.65,177.45,232.96,321.86,22.656,129.78,439.4,538107.0,137.67,301.95,1935.2
3970000.0,400.2346,418.36551027655076,0.020928254425987464,427.55,379.25,456.5496396270053,396.2953603729947,44.231502669717756,2.325025116012047,2.795,82.51,3.7255,29426.7,906.8,1845.51,4489.72,15205.58,179.46,239.76,324.04,22.708,131.33,437.53,543150.0,140.57,306.19,1944.0
3930000.0,400.531,418.8723548493891,0.021098509491173804,413.17,384.8,454.06467860484435,396.4103213951557,44.26526717557253,1.3532677931880066,2.77,83.19,3.719,29420.8,914.6,1848.88,4464.05,15028.07,177.79,242.65,321.01,22.743,129.56,408.55,542900.0,138.41,301.64,1946.6
5430000.0,401.1114,420.5812233340985,0.02107553741698601,408.29,379.81,452.32872277423513,396.86427722576485,47.908677427985374,5.664364878480321,2.763,82.82,3.765,29449.0,914.8,1852.46,4468.83,15128.84,177.97,245.34,322.93,22.821,129.69,423.88,543680.0,138.56,305.74,1948.9
3730000.0,401.654,421.86103512885256,0.021067934075421478,404.53,384.15,450.3126815094142,397.45631849058583,49.49783470008291,0.3157525435621533,2.959,84.4,3.7835,29578.0,892.7,1855.36,4467.71,15101.71,178.19,242.19,322.23,22.731,129.66,425.54,545280.0,137.85,305.21,1950.6
3760000.0,403.49620000000004,424.3901066474906,0.021322629759038987,403.0,386.3,448.826851094789,398.1961489052109,59.54716981132076,6.082242176343877,2.777,82.92,3.7665,29777.4,904.45,1856.24,4499.38,15273.05,179.8,249.7,326.05,22.807,131.4,446.64,553101.0,139.94,312.64,1959.9
4780000.0,405.19699999999995,426.9085517786459,0.020946497017474763,415.45,396.2,446.97932108636223,399.25167891363776,61.6179648595321,7.95268069264492,2.725,81.94,3.835,29204.2,926.9,1829.11,4518.44,15407.85,178.85,251.45,330.11,23.232,131.53,454.17,551920.0,142.22,316.56,1970.0
5440000.0,406.61260000000004,427.63031304346964,0.02137416211462314,423.7,394.4,445.6088633530635,399.7941366469365,61.58324725326323,6.691716312758023,2.577,82.82,3.8675,29105.5,928.5,1830.24,4478.03,15274.92,181.99,253.86,327.78,23.716,128.11,446.8,533600.0,139.57,310.73,1976.1
6200000.0,408.119,428.1487264213974,0.02138138523768857,427.78,396.94,445.2345555049164,399.9004444950836,51.9949115300104,6.94789081885856,2.565,81.55,3.8995,29189.3,921.8,1835.98,4501.89,15353.54,191.17,259.32,326.66,23.697,128.45,445.15,541000.0,128.91,313.19,1968.8
4880000.0,409.4889999999999,428.3873838950285,0.02137759390257661,421.66,400.49,444.5318231339185,400.1061768660814,61.26175228232727,3.4300156456853914,2.477,79.49,3.8435,29173.7,930.4,1840.21,4513.39,15370.74,192.58,254.11,327.5,23.872,128.38,442.69,533800.0,128.21,314.31,1975.0
5700000.0,410.9428,429.9616325265626,0.02106213784458971,429.98,412.24,445.9060367710985,399.59496322890146,69.58543200309956,3.5213594524427627,2.56,81.37,3.9085,29712.2,940.4,1874.21,4576.73,15718.01,195.6,261.07,336.34,24.326,131.55,465.07,534400.0,131.69,322.71,1978.8
6560000.0,412.25579999999997,431.34753521478376,0.01861459355288822,428.9,434.69,447.927480553087,399.664519446913,73.26398270737643,2.6158305671139415,2.634,81.8,4.008,29232.4,958.6,1856.17,4588.96,15757.0,196.45,267.43,335.92,24.972,132.72,467.29,535400.0,133.68,318.6,2009.2
6430000.0,413.05240000000003,430.4909913355862,0.01884914029677532,438.3,445.36,448.1468480467391,400.4201519532609,63.29365079365076,0.9770905468861057,2.638,80.58,3.9265,29315.0,943.7,1874.23,4582.23,15750.93,195.83,266.44,338.37,24.495,132.58,467.5,533113.0,132.21,325.48,1999.9
6590000.0,413.68559999999997,427.8262234378037,0.019533496952084024,440.76,442.8,447.6530987931326,401.53790120686745,48.671947809878866,-3.9094841620540444,2.492,80.09,3.8755,29222.7,945.0,1861.32,4537.41,15464.93,193.22,255.71,330.72,24.243,129.4,459.0,531650.0,128.25,311.71,1965.3
6010000.0,414.6872,427.03295829352624,0.02006122472822052,431.6,443.14,447.38072104859543,401.32227895140466,49.40865771041452,-1.4525530426672817,2.665,78.78,3.902,29352.2,972.0,1872.0,4566.75,15499.26,194.5,264.35,337.77,24.841,129.27,454.52,531900.0,128.15,298.57,1989.7
4860000.0,415.7032,427.1355800945222,0.020165818557356184,431.0,445.76,447.5315512136737,402.62444878632624,49.95456610631532,-2.4184348619666896,2.73,79.63,3.9155,29228.6,976.6,1857.67,4567.46,15561.42,193.62,265.28,350.98,24.695,122.21,456.79,528453.0,129.13,294.47,1983.1
8120000.0,416.73560000000003,427.32549084921106,0.020120396703306433,429.7,448.68,447.12636076481795,405.03763923518204,54.06223513742583,-2.811053634631089,2.685,78.74,3.8555,29178.1,969.5,1850.04,4554.64,15448.02,192.75,269.06,345.11,24.451,121.53,446.12,532647.0,128.8,291.61,1981.6
17340000.0,417.67900000000003,427.3523384108709,0.01982390747414409,438.62,439.88,445.66816336947625,408.79283663052377,48.349747138674466,-0.9499536607970427,2.707,77.07,3.818,29903.1,972.2,1891.75,4536.34,15425.67,191.94,260.02,343.77,24.855,120.02,443.09,527750.0,130.0,294.26,1966.6
17403000.0,418.8754,428.90120942458304,0.02012623684944398,438.97,433.68,443.9758469426277,413.9271530573723,55.07263634198621,1.4895591647331896,2.731,75.63,3.8345,29801.0,964.1,1891.23,4534.87,15466.09,193.13,262.9,346.87,24.992,119.2,455.2,526240.0,129.96,302.52,1970.9
17403000.0,420.9,436.3917925900318,0.02614392563147998,425.78,434.67,457.4504442467764,406.6665557532236,67.11982570806099,11.14498487316733,2.585,75.35,3.814,29909.7,984.8,1888.65,4565.72,15826.35,195.1,291.26,355.08,25.387,122.03,470.77,520500.0,135.36,316.01,1980.8
13000000.0,422.8442,442.30074757618075,0.026066818720230922,413.17,429.99,466.03249276418035,403.19450723581974,64.78971150503997,8.248597875153884,2.618,75.75,3.8295,29866.8,994.4,1897.58,4554.98,15841.35,193.73,293.34,359.49,25.256,123.76,474.94,524750.0,132.83,312.05,1980.8
6860000.0,424.26020000000005,443.49294025676835,0.02742361613296899,422.67,418.06,467.69991096833854,403.7540890316615,57.05976888344685,2.524090484543362,2.504,74.15,3.844,30139.7,987.5,1911.24,4522.79,15713.28,193.99,290.38,345.73,25.018,124.65,464.61,523500.0,133.56,310.62,1956.4
