Silver_Vol.,Silver_Price_MA_50,Silver_Price_EMA_12,Silver_Price_Volatility_30,Silver_Price_Lag_7,Silver_Price_Lag_30,Silver_Price_BB_Upper,Silver_Price_BB_Lower,Silver_Price_RSI_14,Silver_Price_ROC_10,Natural_Gas_Price,Crude_oil_Price,Copper_Price,Bitcoin_Price,Platinum_Price,Ethereum_Price,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Tesla_Price,Microsoft_Price,Google_Price,Nvidia_Price,Berkshire_Price,Netflix_Price,Amazon_Price,Meta_Price,Gold_Price
111.00000000000001,23.803240000000002,23.09959842203225,0.01661704154429082,22.952,24.907,23.807800446211335,22.195099553788662,58.64357864357863,0.9405196478419642,2.899,88.75,3.563,29674.5,905.1,1603.89,4224.16,14560.88,172.88,211.99,326.67,135.6,413.87,511000.0,400.96,125.17,308.65,1994.4
58630.0,23.7848,23.089044818642677,0.015126121969691009,23.396,25.857,23.633940553280294,22.278759446719707,54.028183993618676,0.8097697627593492,2.957,89.37,3.601,28723.0,898.2,1566.79,4278.0,14783.13,175.46,220.11,331.32,137.75,421.01,515550.0,401.77,128.4,312.81,1980.5
66390.0,23.766280000000002,23.090576385005342,0.015155747957158499,22.774,25.66,23.559027687001127,22.309772312998874,56.91056910569106,1.3558578323826342,3.056,88.32,3.587,28321.7,894.3,1563.43,4314.6,14909.26,175.84,242.68,330.11,137.96,421.96,518145.0,346.19,128.13,316.97,1968.3
48470.0,23.73932,23.080333864235293,0.015125477268871942,22.795,25.443,23.54827937747706,22.30972062252294,46.63461538461538,0.31369815266644174,3.079,86.66,3.5785,28403.6,906.2,1564.99,4373.2,15122.01,177.15,254.85,332.06,139.72,439.38,527750.0,355.72,131.47,324.0,1935.7
36550.0,23.70322,23.03182096204525,0.01519151618126395,22.895,25.302,23.513960820784835,22.384739179215163,42.18750000000002,-2.697042229440927,3.109,86.66,3.582,28509.7,899.4,1599.48,4373.63,15172.73,178.72,253.92,332.64,139.1,460.95,527475.0,360.82,132.55,321.15,1934.3
76260.0,23.6732,23.010771583269054,0.015219827036206229,22.999,25.038,23.45058003707461,22.509519962925395,50.81152699569393,0.5313076315096144,3.236,87.69,3.571,26863.5,884.2,1552.17,4327.78,14995.12,178.85,251.12,327.73,137.36,454.61,522700.0,355.68,129.79,314.69,1941.5
51300.0,23.621080000000003,22.84896057045843,0.01662830104931704,23.095,24.692,23.588703745159997,22.27679625484,39.34342139010004,-3.6674709366089187,3.344,82.91,3.591,26761.1,875.8,1539.7,4349.61,15184.1,180.71,258.87,331.16,138.97,469.45,524517.0,361.2,132.33,324.16,1883.0
45000.0,23.572039999999998,22.738812790387904,0.016177799753211826,23.504,24.033,23.646219737996322,22.159780262003675,39.52953208897977,-3.3282376064642905,3.377,83.49,3.612,26876.6,893.0,1566.88,4376.95,15241.12,179.8,262.99,332.42,140.55,468.06,528820.0,365.93,131.83,327.82,1887.3
43790.0,23.518480000000004,22.61791851494361,0.01608485476831148,23.031,24.221,23.71817147158813,22.024228528411868,30.21661639703865,-4.548023827122916,3.382,85.97,3.634,27391.0,890.2,1567.6,4358.24,15131.52,178.39,263.62,328.39,138.06,457.98,528530.0,373.32,129.48,321.84,1875.3
58310.0,23.47054,22.511161820336902,0.016022006178906274,23.099,23.959,23.733314053137885,21.878085946862118,36.083824492468885,-5.070361550119074,3.376,86.38,3.646,27581.4,888.8,1579.74,4335.66,15047.16,178.99,259.67,329.82,138.42,452.73,523690.0,385.95,128.26,318.36,1864.3
84530.0,23.42286,22.389906155669685,0.016061516537150093,23.024,23.852,23.744068685928703,21.711131314071295,33.42609771181196,-7.577433628318597,3.338,82.79,3.6275,27936.9,881.5,1645.62,4308.5,14973.24,177.49,260.53,327.26,137.58,457.62,525425.0,381.51,127.96,315.43,1845.2
57840.0,23.36016,22.178997516335887,0.016880279788942944,22.765,23.933,23.90499490406026,21.367505095939734,25.56018759770714,-8.736051408970525,3.166,82.31,3.552,27410.3,862.5,1611.58,4258.19,14723.22,174.91,260.05,319.36,135.07,446.88,523545.0,372.59,125.96,304.79,1831.8
68610.0,23.295360000000002,22.02007482151498,0.01681442114509821,22.895,23.538,23.983677036383206,21.124422963616794,26.00362600362608,-8.454911468028914,2.962,84.22,3.589,27790.9,874.2,1647.05,4263.75,14776.25,173.66,261.16,318.95,135.24,440.41,521675.0,376.9,127.0,305.58,1834.8
82340.0,23.26448,21.921140233589597,0.016802651150682735,21.959,23.132,23.983959928196974,20.966640071803027,28.503503503503538,-7.153405142460045,2.949,89.23,3.621,27428.4,879.6,1656.88,4229.45,14565.62,172.4,246.53,313.39,132.43,435.17,521919.0,376.75,124.72,300.94,1841.5
98270.0,23.23258,21.84419558226812,0.015764393853469227,22.133,22.358,23.89000467130839,20.863095328691614,21.316441751583596,-5.903799692510436,2.84,88.82,3.6415,27505.3,886.8,1662.79,4288.39,14837.57,173.75,251.6,321.8,134.17,447.82,527960.0,380.33,129.46,306.82,1847.2
112990.0,23.22042,21.93739626191918,0.018145673803094228,21.953,22.281,23.86278791709899,20.85791208290101,43.06185813231431,-1.9436558200480514,2.929,90.79,3.7375,26909.8,915.9,1667.72,4288.05,14715.24,171.21,250.22,315.75,130.86,434.99,531477.0,377.6,127.12,300.21,1866.1
67240.0,23.20972,22.061027606239303,0.017555038107943274,21.924,22.905,23.856989963555865,20.858310036444134,45.94104308390022,3.5611822031968776,2.945,91.71,3.708,27022.6,915.1,1652.89,4299.7,14702.77,170.69,246.38,313.64,132.31,430.89,541105.0,376.36,125.98,303.96,1878.6
66470.0,23.183020000000003,22.163023359125567,0.01749648830356894,21.723,22.728,23.837447851248392,20.860752148751608,46.55330882352941,2.6702209370623065,2.764,93.68,3.6365,26366.1,896.3,1598.49,4274.51,14580.16,170.43,240.5,312.79,130.54,424.68,542495.0,377.59,125.98,297.74,1890.9
52630.0,23.162380000000002,22.32194284233702,0.01784993161508071,21.019,22.589,23.867873000372303,20.850026999627698,54.72070098576123,5.662096296633723,2.656,90.39,3.649,26218.9,914.2,1594.04,4273.53,14545.83,171.96,244.12,312.14,128.57,419.11,545870.0,379.25,125.98,298.96,1919.8
55990.0,23.13916,22.485490097362096,0.01713994105835017,21.146,23.234,23.91732311654809,20.829576883451907,55.29844290657441,6.663929939792013,2.639,89.68,3.67,26302.7,923.6,1588.62,4337.44,14768.89,176.08,246.99,317.54,131.11,422.22,548360.0,384.8,131.27,300.83,1936.6
53720.0,23.1179,22.69449162084485,0.0174961802954241,21.377,23.285,23.9931075922182,20.787792407781794,72.72727272727273,9.76384477282144,2.637,90.03,3.696,26581.9,934.1,1593.1,4320.06,14701.1,174.79,244.88,317.01,130.25,416.1,546215.0,379.81,129.12,299.08,1945.6
73840.0,23.074500000000004,22.84718521763795,0.017157703883605314,21.421,22.846,24.10595770204639,20.74054229795361,68.81355932203391,12.693277510823563,2.61,89.63,3.696,26570.0,924.6,1584.03,4330.0,14694.24,173.93,255.7,319.53,130.44,410.17,551030.0,384.15,129.33,295.73,1939.6
57730.0,23.038020000000003,22.99931056877057,0.01716518198709263,22.45,22.79,24.234877424147346,20.685322575852656,72.96901683337398,12.721082001324113,2.733,90.28,3.776,27125.0,942.3,1622.28,4402.2,14969.92,175.49,262.59,320.77,133.74,422.39,556580.0,386.3,135.29,299.67,1967.1
40410.0,22.99828,23.069570481267405,0.017425863757759594,22.741,22.952,24.295461325910424,20.667938674089577,67.21348314606742,9.72540580998269,2.848,91.2,3.747,27209.2,948.4,1643.08,4443.95,15191.23,179.07,266.5,328.65,138.04,435.2,563073.0,396.2,137.63,305.07,1953.7
46570.0,22.962200000000003,23.135482714918574,0.017075353303380097,22.724,23.396,24.385064566741296,20.651635433258708,70.68282451642976,9.696092619392193,2.728,91.48,3.779,26763.5,938.3,1636.92,4453.53,15225.37,177.97,265.28,329.06,138.21,439.66,562800.0,394.4,139.98,302.55,1953.4
67110.0,22.929160000000003,23.174023835700332,0.016340163920049704,23.196,22.774,24.443086018594776,20.642713981405215,81.99513381995133,4.1692650334075765,2.644,90.77,3.801,26601.0,929.5,1641.31,4450.32,15202.4,175.01,274.39,330.22,137.4,439.0,559500.0,396.94,140.39,300.31,1946.2
84600.0,22.8952,23.146327860977202,0.01665943240319976,23.385,22.795,24.484225198709723,20.70507480129028,73.30978809283552,1.1125280330680276,2.708,90.16,3.8215,26524.7,911.1,1626.49,4505.1,15473.89,175.74,276.04,338.7,138.1,455.81,561740.0,400.49,144.72,311.72,1932.8
49960.0,22.878159999999998,23.151662036211476,0.016704133579197054,23.844,22.895,24.540841460202728,20.753258539797272,73.01020408163268,2.0110895969019493,2.68,88.52,3.793,26223.0,905.2,1607.63,4467.44,15348.53,174.21,271.3,336.06,136.71,454.85,557955.0,412.24,144.85,305.06,1932.5
40980.0,22.86178,23.190175569102017,0.016770009169090626,23.687,22.999,24.61236099247727,20.82663900752273,74.1762265072004,0.8880841524400829,2.743,88.84,3.792,25834.5,912.8,1592.5,4461.9,15289.74,176.3,267.48,331.77,135.34,448.7,557415.0,434.69,141.23,301.66,1935.1
43210.0,22.85026,23.219840866163246,0.016759250094254195,23.836,23.095,24.66860850245008,20.916291497549917,65.11175898930999,-0.008552490912994148,2.608,87.29,3.807,25166.4,902.3,1551.89,4487.46,15461.87,179.36,273.58,337.94,136.92,451.78,555309.0,445.36,143.1,307.56,1947.2
52750.0,22.8367,23.212788425215052,0.01652286864967481,23.456,23.504,24.678194215509706,21.0518057844903,57.20465890183027,-2.8099312195940307,2.605,87.51,3.7165,25909.5,894.8,1636.45,4457.49,15280.23,178.18,248.5,334.27,136.38,455.72,551405.0,442.8,138.23,297.89,1942.7
50650.0,22.82284,23.21697482133581,0.01610127144599593,23.498,23.031,24.572276797630476,21.379823202369526,58.44793713163061,-1.8871110735846797,2.579,86.87,3.762,26249.8,909.6,1648.09,4451.14,15258.52,177.56,251.49,329.91,135.26,462.41,548930.0,443.14,137.85,298.67,1942.5
67140.0,22.82214,23.260978694976455,0.016218510739300213,23.386,23.099,24.451415982265114,21.73638401773488,55.395430579964824,-1.3970464843094388,2.51,87.54,3.786,25758.0,915.3,1633.18,4465.48,15371.44,182.91,251.92,332.88,134.46,470.61,548660.0,445.76,135.36,299.17,1944.2
91770.0,22.836959999999998,23.35513581882623,0.01642816034032219,22.994,23.024,24.352049595342557,22.08535040465744,58.063450099140766,1.777796725784464,2.582,86.69,3.8485,25790.2,933.5,1634.46,4496.83,15508.24,189.7,256.49,333.55,135.77,485.2382,546627.0,448.68,137.27,300.15,1952.6
61530.0,22.881040000000002,23.540807231314503,0.016990960735935298,23.181,22.765,24.313914136688467,22.437585863311533,61.025798525798514,4.528044939994902,2.765,85.55,3.852,25803.2,968.7,1629.0,4515.77,15490.86,189.46,245.01,328.66,135.66,485.09,550000.0,439.88,138.12,296.38,1967.1
47180.0,22.93166,23.73637534957381,0.017037998184613226,23.402,22.895,24.5308061275803,22.456893872419705,66.79605852493279,6.097665269819563,2.768,83.63,3.822,25937.3,974.4,1645.82,4507.66,15501.07,187.87,258.08,327.76,136.17,485.2382,546725.0,433.68,138.01,295.89,1965.9
67030.0,22.975640000000002,23.94677914194707,0.014966464563644396,23.383,21.959,24.813243390912334,22.41075660908767,68.15578465063,9.176306862659821,2.796,81.63,3.844,27298.8,983.3,1705.22,4514.87,15462.43,187.65,256.9,328.79,135.88,485.2382,547348.0,434.67,135.07,295.1,1973.0
51640.0,23.02386,24.130197735493674,0.01496362520307464,23.174,22.133,25.03907113002006,22.42642886997994,76.73975214489985,8.446572624131822,2.556,81.16,3.8295,27723.9,983.0,1729.69,4497.63,15376.55,184.12,257.18,328.41,134.57,485.2382,543593.0,429.99,134.91,297.99,1965.1
32660.0,23.06418,24.203244237725414,0.015522057195429607,23.24,21.953,25.13927525788666,22.46712474211334,65.21022258862322,5.140586274677372,2.579,80.1,3.7855,26118.9,969.1,1653.22,4433.31,15052.46,180.19,238.82,323.7,131.01,468.35,539605.0,418.06,133.14,290.26,1946.8
32750.0,23.09116,24.261668201152272,0.015517277689481735,23.503,21.924,25.227354012464826,22.498845987535173,66.86390532544377,5.131933455929527,2.54,79.83,3.779,26057.2,945.1,1653.74,4405.71,14941.83,178.61,238.59,322.98,129.88,460.18,540000.0,416.03,133.26,285.5,1939.9
39410.0,23.116960000000002,24.30987309328269,0.015342728783419171,23.873,21.723,25.300429222996623,22.49887077700338,74.97630331753552,6.045568309312155,2.519,79.05,3.7875,26177.0,939.9,1660.89,4376.31,14816.44,176.38,230.04,319.97,129.78,471.63,537780.0,406.93,131.84,286.75,1947.1
33680.0,23.15424,24.371431078931508,0.013693292196974004,24.562,21.019,25.39298308203409,22.508616917965913,74.55830388692577,6.325301204819289,2.497,78.89,3.8305,26436.2,935.1,1679.93,4436.01,15148.06,181.12,236.86,327.0,132.37,471.16,537150.0,427.55,135.52,294.24,1948.1
18490.0,23.1737,24.277826297557432,0.01585721755250014,24.812,21.146,25.390925062666973,22.503374937333028,54.701745246157856,1.1062417563715288,2.56,80.35,3.7825,26039.9,921.4,1634.29,4387.55,14908.96,177.23,233.19,322.46,129.08,456.68,531840.0,413.17,134.25,287.6,1926.0
18190.0,23.187839999999998,24.182622251779364,0.015873486880109793,25.104,21.377,25.389343236630452,22.52525676336954,53.51681957186544,-0.8964101704854954,2.632,80.72,3.7465,26126.0,910.4,1667.6,4399.77,14936.69,175.84,231.28,321.88,128.37,469.67,534700.0,408.29,134.68,289.9,1923.0
54780.0,23.174580000000002,23.959603443813307,0.017682237777939695,25.139,21.421,25.44080417822572,22.39729582177428,45.24886877828055,-7.446462014493937,2.551,81.25,3.706,26053.2,916.25,1661.26,4369.71,14694.84,174.49,215.49,316.48,127.46,432.99,535817.0,404.53,133.22,283.25,1916.5
66430.0,23.1734,23.768125990918954,0.015412999384331926,24.605,22.45,25.484369798194653,22.286630201805348,44.284781188765535,-8.451555698855396,2.621,80.39,3.6915,26635.7,900.15,1683.89,4370.36,14715.81,174.0,219.22,316.88,129.92,433.43,535821.0,403.0,133.98,285.09,1915.2
46540.0,23.168200000000002,23.578414300008344,0.01530232566789956,24.583,22.741,25.527126503751678,22.19797349624832,39.268292682926834,-10.233428935627787,2.592,79.38,3.6575,28726.3,891.3,1807.81,4404.33,14876.47,176.57,225.6,320.4,128.7,434.86,537497.0,415.45,135.07,294.29,1928.3
61480.0,23.163420000000002,23.436504407699367,0.01533534619135013,24.575,22.724,25.561582109654765,22.111017890345238,35.71931471485564,-9.8770834162059,2.659,80.99,3.6675,29195.3,892.2,1828.98,4437.86,15037.65,177.45,232.96,321.86,129.78,439.4,538107.0,423.7,137.67,301.95,1935.2
53770.0,23.1576,23.32442680651485,0.014835899460734592,24.71,23.196,25.590407588723206,22.012792411276795,24.42052980132445,-7.709815078236137,2.795,82.51,3.7255,29426.7,906.8,1845.51,4489.72,15205.58,179.46,239.76,324.04,131.33,437.53,543150.0,427.78,140.57,306.19,1944.0
52690.0,23.15056,23.23497652858949,0.014750339045600335,23.763,23.385,25.61203161981232,21.92716838018768,19.65385743619825,-7.4848472521661265,2.77,83.19,3.719,29420.8,914.6,1848.88,4464.05,15028.07,177.79,242.65,321.01,129.56,408.55,542900.0,421.66,138.41,301.64,1946.6
75610.0,23.1369,23.171287831883415,0.014264440660125366,23.659,23.844,25.624915841147484,21.878984158852518,14.272300469483653,-7.137334689725316,2.763,82.82,3.765,29449.0,914.8,1852.46,4468.83,15128.84,177.97,245.34,322.93,129.69,423.88,543680.0,429.98,138.56,305.74,1948.9
69550.0,23.1309,23.10355124236289,0.014239222911590162,22.733,23.687,25.642103354174957,21.81089664582504,12.953846153846229,-8.008903278025093,2.959,84.4,3.7835,29578.0,892.7,1855.36,4467.71,15101.71,178.19,242.19,322.23,129.66,425.54,545280.0,428.9,137.85,305.21,1950.6
82660.0,23.125059999999998,23.057927974307063,0.014195342606540162,22.715,23.836,25.64922820508013,21.73417179491987,17.80085959885386,-4.023061061313815,2.777,82.92,3.7665,29777.4,904.45,1856.24,4499.38,15273.05,179.8,249.7,326.05,131.4,446.64,553101.0,438.3,139.94,312.64,1959.9
62320.0,23.12922,23.084708285952132,0.01437407647429795,22.535,23.456,25.625651260908743,21.693648739091262,28.857589984350568,-1.804810008876112,2.725,81.94,3.835,29204.2,926.9,1829.11,4518.44,15407.85,178.85,251.45,330.11,131.53,454.17,551920.0,440.76,142.22,316.56,1970.0
58390.0,23.14824,23.181830088113344,0.014877522027330775,22.656,23.498,25.537474368230793,21.69722563176921,38.30019068373744,4.324110324198305,2.577,82.82,3.8675,29105.5,928.5,1830.24,4478.03,15274.92,181.99,253.86,327.78,128.11,446.8,533600.0,431.6,139.57,310.73,1976.1
63140.0,23.164279999999998,23.26108699763437,0.014847478353420422,22.708,23.386,25.398626361441657,21.72457363855834,35.75246132208157,4.323134492626024,2.565,81.55,3.8995,29189.3,921.8,1835.98,4501.89,15353.54,191.17,259.32,326.66,128.45,445.15,541000.0,431.0,128.91,313.19,1968.8
73950.0,23.20254,23.355073613382928,0.014527791084189081,22.743,22.994,25.196505510562346,21.803494489437654,51.95831836148038,5.932993121810526,2.477,79.49,3.8435,29173.7,930.4,1840.21,4513.39,15370.74,192.58,254.11,327.5,128.38,442.69,533800.0,429.7,128.21,314.31,1975.0
52950.0,23.246400000000005,23.50444690363171,0.014835639279200195,22.821,23.181,25.024364111253007,21.894335888746994,60.64474944142995,7.37111581920904,2.56,81.37,3.9085,29712.2,940.4,1874.21,4576.73,15718.01,195.6,261.07,336.34,131.55,465.07,534400.0,438.62,131.69,322.71,1978.8
45400.0,23.30678,23.730224303072987,0.01545744484442555,22.731,23.402,25.10657692662928,21.848823073370717,89.2393971258324,9.970054606306157,2.634,81.8,4.008,29232.4,958.6,1856.17,4588.96,15757.0,196.45,267.43,335.92,132.72,467.29,535400.0,438.97,133.68,318.6,2009.2
38730.0,23.358199999999997,23.847882102600217,0.015936962246059682,22.807,23.383,25.090035775697764,21.85656422430224,76.87198067632848,7.703469199314084,2.638,80.58,3.9265,29315.0,943.7,1874.23,4582.23,15750.93,195.83,266.44,338.37,132.58,467.5,533113.0,425.78,132.21,325.48,1999.9
111.00000000000001,23.4086,23.90866947143095,0.015969823051888894,23.232,23.174,25.032096237542522,21.881303762457474,75.23640661938526,6.231102931510435,2.492,80.09,3.8755,29222.7,945.0,1861.32,4537.41,15464.93,193.22,255.71,330.72,129.4,459.0,531650.0,413.17,128.25,311.71,1965.3
111.00000000000001,23.485039999999998,24.052104937364653,0.016514812970419165,23.716,23.24,25.061509958435053,21.864990041564944,78.29577829577825,9.282477673661527,2.665,78.78,3.902,29352.2,972.0,1872.0,4566.75,15499.26,194.5,264.35,337.77,129.27,454.52,531900.0,422.67,128.15,298.57,1989.7
111.00000000000001,23.55602,24.15101187007778,0.016491447262339632,23.697,23.503,25.196796325543037,21.822903674456963,75.12010113780019,8.27816021396941,2.73,79.63,3.9155,29228.6,976.6,1857.67,4567.46,15561.42,193.62,265.28,350.98,122.21,456.79,528453.0,427.7,129.13,294.47,1983.1
111.00000000000001,23.6175,24.197163890065813,0.01640682503301835,23.872,23.873,25.28754617261622,21.81135382738378,70.5091258405379,5.247073002754821,2.685,78.74,3.8555,29178.1,969.5,1850.04,4554.64,15448.02,192.75,269.06,345.11,121.53,446.12,532647.0,428.37,128.8,291.61,1981.6
111.00000000000001,23.68618,24.298369445440304,0.015826883884166205,24.326,24.562,25.44218888790922,21.86891111209078,72.65033407572378,4.802664867599926,2.707,77.07,3.818,29903.1,972.2,1891.75,4536.34,15425.67,191.94,260.02,343.77,120.02,443.09,527750.0,427.5,130.0,294.26,1966.6
111.00000000000001,23.737019999999998,24.405081838449487,0.01575141281212161,24.972,24.812,25.59348453174391,21.945315468256084,74.91734626405108,5.464826771321274,2.731,75.63,3.8345,29801.0,964.1,1891.23,4534.87,15466.09,193.13,262.9,346.87,119.2,455.2,526240.0,437.42,129.96,302.52,1970.9
111.00000000000001,23.78994,24.55614617099572,0.015869012914661543,24.495,25.104,25.775262108295713,22.048737891704285,76.56507413509057,6.346347184986589,2.585,75.35,3.814,29909.7,984.8,1888.65,4565.72,15826.35,195.1,291.26,355.08,122.03,470.77,520500.0,477.59,135.36,316.01,1980.8
111.00000000000001,23.84058,24.663815990842533,0.015901310921452503,24.243,25.139,25.89908271504702,22.184917284952984,72.18325295922835,3.8230699662912038,2.618,75.75,3.8295,29866.8,994.4,1897.58,4554.98,15841.35,193.73,293.34,359.49,123.76,474.94,524750.0,474.8,132.83,312.05,1980.8
111.00000000000001,23.877019999999998,24.71830583840522,0.0154908868741634,24.841,24.605,25.951513847273937,22.36348615272606,65.08341056533823,0.18420631106839114,2.504,74.15,3.844,30139.7,987.5,1911.24,4522.79,15713.28,193.99,290.38,345.73,124.65,464.61,523500.0,450.05,133.56,310.62,1956.4
