Nasdaq_100_Vol.,Nasdaq_100_Price_MA_50,Nasdaq_100_Price_EMA_12,Nasdaq_100_Price_Volatility_30,Nasdaq_100_Price_Lag_7,Nasdaq_100_Price_Lag_30,Nasdaq_100_Price_BB_Upper,Nasdaq_100_Price_BB_Lower,Nasdaq_100_Price_RSI_14,Nasdaq_100_Price_ROC_10,Natural_Gas_Price,Crude_oil_Price,Copper_Price,Bitcoin_Price,Platinum_Price,Ethereum_Price,S&P_500_Price,Apple_Price,Tesla_Price,Microsoft_Price,Silver_Price,Google_Price,Nvidia_Price,Berkshire_Price,Netflix_Price,Amazon_Price,Meta_Price,Gold_Price
212660000.0,15288.426000000001,14866.298685855509,0.012324229508510323,15241.12,15482.79,15456.40511171724,14148.121888282762,56.62264178039897,-2.2089630541108907,2.84,88.82,3.6415,27505.3,886.8,1662.79,4288.39,173.75,251.6,321.8,21.421,134.17,447.82,527960.0,380.33,129.46,306.82,1847.2
265040000.0,15258.296,14843.058888031585,0.012358585240439786,15131.52,15529.12,15416.436566987571,14241.572433012427,48.29340640004024,-1.866473892839815,2.929,90.79,3.7375,26909.8,915.9,1667.72,4288.05,171.21,250.22,315.75,22.45,130.86,434.99,531477.0,377.6,127.12,300.21,1866.1
227380000.0,15230.6576,14821.475982180571,0.01175170406362458,15047.16,15187.9,15344.217444805714,14373.111555194284,44.49474509302065,-3.1699606825560944,2.945,91.71,3.708,27022.6,915.1,1652.89,4299.7,170.69,246.38,313.64,22.741,132.31,430.89,541105.0,376.36,125.98,303.96,1878.6
250390000.0,15201.810999999998,14784.350446460483,0.011690776981704227,14973.24,15313.24,15319.99993461799,14417.18106538201,34.82425430611957,-4.336689167200314,2.764,93.68,3.6365,26366.1,896.3,1598.49,4274.51,170.43,240.5,312.79,22.724,130.54,424.68,542495.0,377.59,125.98,297.74,1890.9
243610000.0,15176.966600000002,14747.65499315887,0.011691324789209324,14723.22,15296.02,15329.874081582404,14387.303918417592,32.27954727903847,-3.870662035274719,2.656,90.39,3.649,26218.9,914.2,1594.04,4273.53,171.96,244.12,312.14,23.196,128.57,419.11,545870.0,379.25,125.98,298.96,1919.8
184670000.0,15154.7902,14750.921917288275,0.011995593551195447,14776.25,15154.93,15325.011289008438,14408.570710991564,43.765398415926676,-1.8493190741641685,2.639,89.68,3.67,26302.7,923.6,1588.62,4337.44,176.08,246.99,317.54,23.385,131.11,422.22,548360.0,384.8,131.27,300.83,1936.6
230720000.0,15132.018800000002,14743.257006936234,0.012004478613819175,14565.62,15099.49,15316.336944946697,14431.267055053302,35.73639198639198,-1.8175091029062451,2.637,90.03,3.696,26581.9,934.1,1593.1,4320.06,174.79,244.88,317.01,23.844,130.25,416.1,546215.0,379.81,129.12,299.08,1945.6
281450000.0,15105.952000000001,14735.715928946043,0.011820129610566561,14837.57,14919.54,15317.476991060641,14421.238008939355,33.35686809173683,-0.19683194301246543,2.61,89.63,3.696,26570.0,924.6,1584.03,4330.0,173.93,255.7,319.53,23.687,130.44,410.17,551030.0,384.15,129.33,295.73,1939.6
212790000.0,15086.392999999998,14771.747324492806,0.01189200470872931,14715.24,14664.91,15322.464002042812,14422.316997957187,45.53354265245654,1.3106843752643593,2.733,90.28,3.776,27125.0,942.3,1622.28,4402.2,175.49,262.59,320.77,23.836,133.74,422.39,556580.0,386.3,135.29,299.67,1967.1
211520000.0,15070.465600000001,14836.283120724682,0.011647084512126345,14702.77,14409.78,15334.980746441483,14416.722253558519,53.70171480840086,4.295114111174114,2.848,91.2,3.747,27209.2,948.4,1643.08,4443.95,179.07,266.5,328.65,23.456,138.04,435.2,563073.0,396.2,137.63,305.07,1953.7
216290000.0,15054.764400000002,14896.142640613194,0.011572253347614385,14580.16,14335.51,15345.3174495288,14411.649550471197,56.61338467430139,2.6136355211803686,2.728,91.48,3.779,26763.5,938.3,1636.92,4453.53,177.97,265.28,329.06,23.498,138.21,439.66,562800.0,394.4,139.98,302.55,1953.4
352787999.99999994,15039.5728,14943.259157441935,0.011337036849685143,14545.83,14180.42,15375.372400422997,14402.322599577003,64.26844374568238,3.310581410836666,2.644,90.77,3.801,26601.0,929.5,1641.31,4450.32,175.01,274.39,330.22,23.386,137.4,439.0,559500.0,396.94,140.39,300.31,1946.2
244110000.0,15029.4484,15024.894671681635,0.011589068484401008,14768.89,14109.57,15441.414973183526,14365.259026816473,68.38197320854543,5.244725993809318,2.708,90.16,3.8215,26524.7,911.1,1626.49,4505.1,175.74,276.04,338.7,22.994,138.1,455.81,561740.0,400.49,144.72,311.72,1932.8
223410000.0,15016.391200000002,15074.684722192153,0.01135023543891762,14701.1,14381.64,15462.884016924485,14354.530983075516,71.59930477004994,5.269969602528368,2.68,88.52,3.793,26223.0,905.2,1607.63,4467.44,174.21,271.3,336.06,23.181,136.71,454.85,557955.0,412.24,144.85,305.06,1932.5
221550000.0,15003.513599999998,15107.770149547207,0.010522872675854576,14694.24,14745.86,15488.42428853408,14344.812711465922,64.13746959398196,5.114249238441526,2.743,88.84,3.792,25834.5,912.8,1592.5,4461.9,176.3,267.48,331.77,23.402,135.34,448.7,557415.0,434.69,141.23,301.66,1935.1
245990000.0,14992.2098,15162.247049616868,0.010470835867691737,14969.92,14604.85,15557.154940859686,14317.55305914031,72.63900933298565,4.692160345157981,2.608,87.29,3.807,25166.4,902.3,1551.89,4487.46,179.36,273.58,337.94,23.383,136.92,451.78,555309.0,445.36,143.1,307.56,1947.2
216670000.0,14981.0546,15180.398272752735,0.010731970170449601,15191.23,14560.88,15591.170699545768,14314.236300454231,65.88034056408671,3.939365081524504,2.605,87.51,3.7165,25909.5,894.8,1636.45,4457.49,178.18,248.5,334.27,23.174,136.38,455.72,551405.0,442.8,138.23,297.89,1942.7
272710000.0,14969.561599999999,15192.417000021544,0.010431016512229817,15225.37,14783.13,15622.295395526007,14336.64160447399,69.75123161315118,3.840144165332826,2.579,86.87,3.762,26249.8,909.6,1648.09,4451.14,177.56,251.49,329.91,23.24,135.26,462.41,548930.0,443.14,137.85,298.67,1942.5
219290000.0,14960.646800000002,15219.959000018229,0.010405259529799324,15202.4,14909.26,15667.36841453655,14351.087585463449,72.98660801291865,2.6821786622774235,2.51,87.54,3.786,25758.0,915.3,1633.18,4465.48,182.91,251.92,332.88,23.503,134.46,470.61,548660.0,445.76,135.36,299.17,1944.2
232980000.0,14954.5622,15264.309923092347,0.010214809433424926,15473.89,15122.01,15715.745496386502,14396.972503613499,71.62360565983656,2.0867961317154737,2.582,86.69,3.8485,25790.2,933.5,1634.46,4496.83,189.7,256.49,333.55,23.873,135.77,485.2382,546627.0,448.68,137.27,300.15,1952.6
231030000.0,14954.723600000001,15299.16378107814,0.01021027765062234,15348.53,15172.73,15767.231389484466,14410.815610515536,73.79970828963702,1.7437343066211142,2.765,85.55,3.852,25803.2,968.7,1629.0,4515.77,189.46,245.01,328.66,24.562,135.66,485.09,550000.0,439.88,138.12,296.38,1967.1
309880000.0,14954.1626,15330.226276296888,0.009936349757831402,15289.74,14995.12,15806.397434873694,14450.23256512631,74.26512604283832,1.9646240067357823,2.768,83.63,3.822,25937.3,974.4,1645.82,4507.66,187.87,258.08,327.76,24.812,136.17,485.2382,546725.0,433.68,138.01,295.89,1965.9
206480000.0,14959.6532,15350.565310712751,0.00971638996116258,15461.87,15184.1,15828.943434399536,14503.652565600465,67.27511241748454,-0.07406023953898666,2.796,81.63,3.844,27298.8,983.3,1705.22,4514.87,187.65,256.9,328.79,25.104,135.88,485.2382,547348.0,434.67,135.07,295.1,1973.0
249100000.0,14960.919399999999,15354.562955218482,0.00976238324553947,15280.23,15241.12,15813.901466566916,14598.333533433088,57.18261166147309,0.18255819938455264,2.556,81.16,3.8295,27723.9,983.0,1729.69,4497.63,184.12,257.18,328.41,25.139,134.57,485.2382,543593.0,429.99,134.91,297.99,1965.1
185040000.0,14956.048200000001,15308.08557749256,0.010437634298671495,15258.52,15131.52,15760.490588133443,14702.407411866554,44.528199188612675,-1.551890352615548,2.579,80.1,3.7855,26118.9,969.1,1653.22,4433.31,180.19,238.82,323.7,24.605,131.01,468.35,539605.0,418.06,133.14,290.26,1946.8
247760000.0,14951.786199999999,15251.738565570628,0.010474565499338206,15371.44,15047.16,15742.275813440752,14737.916186559247,42.1876030629561,-3.363370666031995,2.54,79.83,3.779,26057.2,945.1,1653.74,4405.71,178.61,238.59,322.98,24.583,129.88,460.18,540000.0,416.03,133.26,285.5,1939.9
294420000.0,14946.1252,15184.769555482839,0.010547765351329947,15508.24,14973.24,15724.0568026894,14767.669197310603,28.39567026163766,-3.035229181759691,2.519,79.05,3.7875,26177.0,939.9,1660.89,4376.31,176.38,230.04,319.97,24.575,129.78,471.63,537780.0,406.93,131.84,286.75,1947.1
234170000.0,14950.695600000001,15179.121931562402,0.01086096549634951,15490.86,14723.22,15674.083958522138,14863.024041477862,44.19879270530083,-0.7239234211443901,2.497,78.89,3.8305,26436.2,935.1,1679.93,4436.01,181.12,236.86,327.0,24.71,132.37,471.16,537150.0,427.55,135.52,294.24,1948.1
199050000.0,14955.576599999999,15137.558557475879,0.011270165930153783,15501.07,14776.25,15681.273868503591,14849.738131496408,40.02222059178045,-3.0086966478091948,2.56,80.35,3.7825,26039.9,921.4,1634.29,4387.55,177.23,233.19,322.46,23.763,129.08,456.68,531840.0,413.17,134.25,287.6,1926.0
236730000.0,14966.1148,15106.655702479591,0.010928468947357292,15462.43,14565.62,15692.985262510774,14812.572737489227,35.11175116513769,-3.6854601166863454,2.632,80.72,3.7465,26126.0,910.4,1667.6,4399.77,175.84,231.28,321.88,23.659,128.37,469.67,534700.0,408.29,134.68,289.9,1923.0
256360000.0,14973.301399999998,15043.299440559655,0.010826340292286792,15376.55,14837.57,15732.411191523996,14720.093808476002,33.952685106499615,-5.138643044995572,2.551,81.25,3.706,26053.2,916.25,1661.26,4369.71,174.49,215.49,316.48,22.733,127.46,432.99,535817.0,404.53,133.22,283.25,1916.5
239690000.0,14984.009200000002,14992.916449704324,0.010724066632361667,15052.46,14715.24,15757.294485426903,14646.551514573095,35.116634946056635,-5.0658438417476965,2.621,80.39,3.6915,26635.7,900.15,1683.89,4370.36,174.0,219.22,316.88,22.715,129.92,433.43,535821.0,403.0,133.98,285.09,1915.2
211580000.0,14999.3472,14975.001611288275,0.010903474724461544,14941.83,14702.77,15730.09107347069,14614.012926529313,36.77222801250696,-3.7895725316137274,2.592,79.38,3.6575,28726.3,891.3,1807.81,4404.33,176.57,225.6,320.4,22.535,128.7,434.86,537497.0,415.45,135.07,294.29,1928.3
202630000.0,15012.4674,14984.639824936232,0.010932491939650749,14816.44,14580.16,15711.157862074238,14601.858137925758,37.585539193702395,-2.2040054498570827,2.659,80.99,3.6675,29195.3,892.2,1828.98,4437.86,177.45,232.96,321.86,22.656,129.78,439.4,538107.0,423.7,137.67,301.95,1935.2
219490000.0,15021.6618,15018.630621099888,0.01106362004567679,15148.06,14545.83,15703.962822307081,14600.637177692917,43.02793907756074,1.0172423643710182,2.795,82.51,3.7255,29426.7,906.8,1845.51,4489.72,179.46,239.76,324.04,22.708,131.33,437.53,543150.0,427.78,140.57,306.19,1944.0
198560000.0,15030.1262,15020.082833238368,0.011000992801974674,14908.96,14768.89,15664.861422420121,14596.35857757988,39.31401874226227,0.5771716048168063,2.77,83.19,3.719,29420.8,914.6,1848.88,4464.05,177.79,242.65,321.01,22.743,129.56,408.55,542900.0,421.66,138.41,301.64,1946.6
205330000.0,15041.4854,15036.81470504785,0.01100916705353621,14936.69,14701.1,15652.635739304236,14593.445260695762,42.66935055003494,2.10846870098349,2.763,82.82,3.765,29449.0,914.8,1852.46,4468.83,177.97,245.34,322.93,22.821,129.69,423.88,543680.0,429.98,138.56,305.74,1948.9
232480000.0,15047.857,15046.798596578948,0.011017984455561944,14694.84,14694.24,15640.979348276169,14589.420651723833,43.80030317248349,-0.30597977562804024,2.959,84.4,3.7835,29578.0,892.7,1855.36,4467.71,178.19,242.19,322.23,22.731,129.66,425.54,545280.0,428.9,137.85,305.21,1950.6
239250000.0,15055.1328,15081.606504797572,0.010683204639178908,14715.81,14969.92,15627.740346374094,14592.820653625904,55.34424196025797,2.4420885158991545,2.777,82.92,3.7665,29777.4,904.45,1856.24,4499.38,179.8,249.7,326.05,22.807,131.4,446.64,553101.0,438.3,139.94,312.64,1959.9
228690000.0,15060.8496,15131.797811751792,0.010465997340937557,14876.47,15191.23,15608.211081436391,14602.310918563613,61.159589651241866,3.154380254259803,2.725,81.94,3.835,29204.2,926.9,1829.11,4518.44,178.85,251.45,330.11,23.232,131.53,454.17,551920.0,440.76,142.22,316.56,1970.0
284840000.0,15062.8934,15153.816609943824,0.010591855119170244,15037.65,15225.37,15571.145579536593,14617.782420463403,60.93952813621436,3.9475081048857996,2.577,82.82,3.8675,29105.5,928.5,1830.24,4478.03,181.99,253.86,327.78,23.716,128.11,446.8,533600.0,431.6,139.57,310.73,1976.1
237760000.0,15070.0618,15184.54328533708,0.010625295186031376,15205.58,15202.4,15541.313038408105,14632.86196159189,55.5760588758874,4.333638447356969,2.565,81.55,3.8995,29189.3,921.8,1835.98,4501.89,191.17,259.32,326.66,23.697,128.45,445.15,541000.0,431.0,128.91,313.19,1968.8
305950000.0,15073.7946,15213.18893374676,0.010102700978855803,15028.07,15473.89,15522.402602043381,14642.60339795662,64.24701657390379,3.3224951887107723,2.477,79.49,3.8435,29173.7,930.4,1840.21,4513.39,192.58,254.11,327.5,23.872,128.38,442.69,533800.0,429.7,128.21,314.31,1975.0
211400000.0,15083.3324,15290.853713170334,0.010802187379412189,15128.84,15348.53,15608.601104681307,14590.550895318687,70.13545274616523,4.5243771466951355,2.56,81.37,3.9085,29712.2,940.4,1874.21,4576.73,195.6,261.07,336.34,24.326,131.55,465.07,534400.0,438.62,131.69,322.71,1978.8
254540000.0,15095.841999999999,15362.568526528743,0.010769307130921965,15101.71,15289.74,15721.66328363615,14547.94271636385,80.56927416105445,3.6264318756666913,2.634,81.8,4.008,29232.4,958.6,1856.17,4588.96,196.45,267.43,335.92,24.972,132.72,467.29,535400.0,438.97,133.68,318.6,2009.2
295900000.0,15109.9174,15422.31644552432,0.010597549034123684,15273.05,15461.87,15815.252321573516,14535.263678426487,80.04876915931256,4.810065430890331,2.638,80.58,3.9265,29315.0,943.7,1874.23,4582.23,195.83,266.44,338.37,24.495,132.58,467.5,533113.0,425.78,132.21,325.48,1999.9
291790000.0,15119.751199999999,15428.872376982119,0.010916408112205993,15407.85,15280.23,15836.749983916534,14578.615016083468,65.9237771547945,2.2215186359297867,2.492,80.09,3.8755,29222.7,945.0,1861.32,4537.41,193.22,255.71,330.72,24.243,129.4,459.0,531650.0,413.17,128.25,311.71,1965.3
263280000.0,15135.271999999999,15439.701242061792,0.010915035877935745,15274.92,15258.52,15866.785630727965,14583.699369272039,63.411955441660986,2.6324833412904924,2.665,78.78,3.902,29352.2,972.0,1872.0,4566.75,194.5,264.35,337.77,24.841,129.27,454.52,531900.0,422.67,128.15,298.57,1989.7
234860000.0,15150.975400000001,15458.427204821517,0.010859392569838634,15353.54,15371.44,15898.044592523518,14617.686407476482,61.015899747387174,1.8880970074739656,2.73,79.63,3.9155,29228.6,976.6,1857.67,4567.46,193.62,265.28,350.98,24.695,122.21,456.79,528453.0,427.7,129.13,294.47,1983.1
220800000.0,15168.6234,15456.826096387438,0.010828022596553336,15370.74,15508.24,15910.307484743706,14656.556515256296,63.53795268889305,0.26071126081834706,2.685,78.74,3.8555,29178.1,969.5,1850.04,4554.64,192.75,269.06,345.11,24.451,121.53,446.12,532647.0,428.37,128.8,291.61,1981.6
352787999.99999994,15180.385399999997,15452.03285078937,0.010829274166397207,15718.01,15490.86,15884.486635412904,14755.4603645871,60.07850114424244,0.9869118790802212,2.707,77.07,3.818,29903.1,972.2,1891.75,4536.34,191.94,260.02,343.77,24.855,120.02,443.09,527750.0,427.5,130.0,294.26,1966.6
334200000.0,15195.402399999999,15454.195489129466,0.01083982865758922,15757.0,15501.07,15847.792909263095,14867.182090736904,62.261420841521556,0.7330556992068304,2.731,75.63,3.8345,29801.0,964.1,1891.23,4534.87,193.13,262.9,346.87,24.992,119.2,455.2,526240.0,437.42,129.96,302.52,1970.9
268740000.0,15217.874000000002,15511.450029263395,0.011630401774856358,15750.93,15462.43,15882.968007419146,14926.994992580854,66.51839025555293,2.9641383563836277,2.585,75.35,3.814,29909.7,984.8,1888.65,4565.72,195.1,291.26,355.08,25.387,122.03,470.77,520500.0,477.59,135.36,316.01,1980.8
