S&P_500_Price_MA_50,S&P_500_Price_EMA_12,S&P_500_Price_Volatility_30,S&P_500_Price_Lag_7,S&P_500_Price_Lag_30,S&P_500_Price_BB_Upper,S&P_500_Price_BB_Lower,S&P_500_Price_RSI_14,S&P_500_Price_ROC_10,Natural_Gas_Price,Crude_oil_Price,Copper_Price,Bitcoin_Price,Platinum_Price,Ethereum_Price,Nasdaq_100_Price,Apple_Price,Tesla_Price,Microsoft_Price,Silver_Price,Google_Price,Nvidia_Price,Berkshire_Price,Netflix_Price,Amazon_Price,Meta_Price,Gold_Price
4364.5154,4295.360519415136,0.009278349349341432,4263.75,4365.98,4399.9111630401685,4213.42283695983,51.30965292841646,0.04105487976455713,2.639,89.68,3.67,26302.7,923.6,1588.62,14768.89,176.08,246.99,317.54,23.385,131.11,422.22,548360.0,384.8,131.27,300.83,1936.6
4359.521,4299.1604395051145,0.00930066753232423,4229.45,4358.34,4396.328307393072,4226.595692606929,45.94483326471809,0.2683068353255269,2.637,90.03,3.696,26581.9,934.1,1593.1,14701.1,174.79,244.88,317.01,23.844,130.25,416.1,546215.0,379.81,129.12,299.08,1945.6
4354.2284,4303.904987273559,0.009151261109180369,4288.39,4317.78,4397.790420780071,4230.333579219929,43.23389537397322,1.6863972720803977,2.61,89.63,3.696,26570.0,924.6,1584.03,14694.24,173.93,255.7,319.53,23.687,130.44,410.17,551030.0,384.15,129.33,295.73,1939.6
4350.916800000001,4319.02729692378,0.008931375812130968,4288.05,4237.86,4410.989523746384,4225.894476253616,55.4889621416442,3.247141600703607,2.733,90.28,3.776,27125.0,942.3,1622.28,14969.92,175.49,262.59,320.77,23.836,133.74,422.39,556580.0,386.3,135.29,299.67,1967.1
4348.7842,4338.246174320122,0.008769078647085036,4299.7,4193.8,4427.7971197596,4216.161880240399,62.9036486261052,5.071581411294623,2.848,91.2,3.747,27209.2,948.4,1643.08,15191.23,179.07,266.5,328.65,23.456,138.04,435.2,563073.0,396.2,137.63,305.07,1953.7
4346.7570000000005,4355.9821475016415,0.008624269708606693,4274.51,4166.82,4445.187763563589,4206.7612364364095,68.0372111533965,3.850862444880243,2.728,91.48,3.779,26763.5,938.3,1636.92,15225.37,177.97,265.28,329.06,23.498,138.21,439.66,562800.0,394.4,139.98,302.55,1953.4
4344.7548,4370.49566327062,0.008225689897582569,4273.53,4117.37,4463.66201355698,4200.540986443019,77.0659003183727,3.784237590513162,2.644,90.77,3.801,26601.0,929.5,1641.31,15202.4,175.01,274.39,330.22,23.386,137.4,439.0,559500.0,396.94,140.39,300.31,1946.2
4343.67,4391.204022767448,0.008406145770381773,4337.44,4137.23,4492.486186512487,4187.265813487512,79.85896325621682,4.777077470521207,2.708,90.16,3.8215,26524.7,911.1,1626.49,15473.89,175.74,276.04,338.7,22.994,138.1,455.81,561740.0,400.49,144.72,311.72,1932.8
4341.8864,4402.932634649379,0.008466919906567724,4320.06,4186.77,4506.696881575927,4182.104118424072,79.20051041692224,4.5134997929587195,2.68,88.52,3.793,26223.0,905.2,1607.63,15348.53,174.21,271.3,336.06,23.181,136.71,454.85,557955.0,412.24,144.85,305.06,1932.5
4340.3606,4412.004537011013,0.008157949810103308,4330.0,4247.68,4520.150899522908,4179.016100477092,74.49944932365642,4.4078314648545724,2.743,88.84,3.792,25834.5,912.8,1592.5,15289.74,176.3,267.48,331.77,23.402,135.34,448.7,557415.0,434.69,141.23,301.66,1935.1
4339.1622,4423.613069778549,0.008012698652782037,4402.2,4217.04,4538.314203005344,4176.032796994656,76.28450162127962,3.45872219558081,2.608,87.29,3.807,25166.4,902.3,1551.89,15461.87,179.36,273.58,337.94,23.383,136.92,451.78,555309.0,445.36,143.1,307.56,1947.2
4338.031599999999,4428.824905197233,0.008171732842325691,4443.95,4224.16,4549.55039538022,4179.695604619781,69.84031183201304,3.1812058165858748,2.605,87.51,3.7165,25909.5,894.8,1636.45,15280.23,178.18,248.5,334.27,23.174,136.38,455.72,551405.0,442.8,138.23,297.89,1942.7
4336.8896,4432.257996705352,0.007924581600686651,4453.53,4278.0,4555.921927389488,4192.619072610513,73.31379847416909,2.7976905311778433,2.579,86.87,3.762,26249.8,909.6,1648.09,15258.52,177.56,251.49,329.91,23.24,135.26,462.41,548930.0,443.14,137.85,298.67,1942.5
4336.1416,4437.3690741352975,0.00781653075364759,4450.32,4314.6,4562.538774376635,4206.175225623365,74.47280516102714,1.4374630866385019,2.51,87.54,3.786,25758.0,915.3,1633.18,15371.44,182.91,251.92,332.88,23.503,134.46,470.61,548660.0,445.76,135.36,299.17,1944.2
4336.1642,4446.516908883713,0.007544497814753463,4505.1,4373.2,4566.863708628223,4228.588291371778,72.16150830065911,1.1899323799772654,2.582,86.69,3.8485,25790.2,933.5,1634.46,15508.24,189.7,256.49,333.55,23.873,135.77,485.2382,546627.0,448.68,137.27,300.15,1952.6
4338.2486,4457.171230593911,0.007565702318696743,4467.44,4373.63,4577.855729467882,4240.334270532118,77.0938893042057,1.3975430725739146,2.765,85.55,3.852,25803.2,968.7,1629.0,15490.86,189.46,245.01,328.66,24.562,135.66,485.09,550000.0,439.88,138.12,296.38,1967.1
4340.097,4464.938733579463,0.00726767541140013,4461.9,4327.78,4584.18881944728,4255.962180552721,74.72032058774404,1.288446673497634,2.768,83.63,3.822,25937.3,974.4,1645.82,15501.07,187.87,258.08,327.76,24.812,136.17,485.2382,546725.0,433.68,138.01,295.89,1965.9
4343.4474,4472.62046687493,0.007234989192186444,4487.46,4349.61,4589.852994218017,4271.815005781983,69.1387803635127,0.21686533040330414,2.796,81.63,3.844,27298.8,983.3,1705.22,15462.43,187.65,256.9,328.79,25.104,135.88,485.2382,547348.0,434.67,135.07,295.1,1973.0
4345.7444,4476.46808735571,0.007228582896551884,4457.49,4376.95,4585.369385143801,4298.6106148561985,59.94663504298842,0.6757785219275503,2.556,81.16,3.8295,27723.9,983.0,1729.69,15376.55,184.12,257.18,328.41,25.139,134.57,485.2382,543593.0,429.99,134.91,297.99,1965.1
4346.843,4469.828381608678,0.0076943861190543975,4451.14,4358.24,4569.688223827897,4330.269776172104,46.885205496333846,-0.6407584213003248,2.579,80.1,3.7855,26118.9,969.1,1653.22,15052.46,180.19,238.82,323.7,24.605,131.01,468.35,539605.0,418.06,133.14,290.26,1946.8
4347.6376,4459.9640152073425,0.007723747732936328,4465.48,4335.66,4563.062430605207,4343.722569394793,43.60833309453543,-1.8217432578786164,2.54,79.83,3.779,26057.2,945.1,1653.74,14941.83,178.61,238.59,322.98,24.583,129.88,460.18,540000.0,416.03,133.26,285.5,1939.9
4347.997,4447.094166713905,0.007736559475931256,4496.83,4308.5,4553.685414335141,4358.724585664859,30.09981767050904,-1.8212043100489184,2.519,79.05,3.7875,26177.0,939.9,1660.89,14816.44,176.38,230.04,319.97,24.575,129.78,471.63,537780.0,406.93,131.84,286.75,1947.1
4350.3616,4445.388910296381,0.007737782893372351,4515.77,4258.19,4539.71544430649,4383.29555569351,45.45323033301516,-0.33991292118423777,2.497,78.89,3.8305,26436.2,935.1,1679.93,15148.06,181.12,236.86,327.0,24.71,132.37,471.16,537150.0,427.55,135.52,294.24,1948.1
4353.3553999999995,4436.490616404631,0.00805810378874609,4507.66,4263.75,4541.553821877232,4379.992178122769,40.43237678548457,-1.7451651334234874,2.56,80.35,3.7825,26039.9,921.4,1634.29,14908.96,177.23,233.19,322.46,23.763,129.08,456.68,531840.0,413.17,134.25,287.6,1926.0
4357.4748,4430.841290803918,0.007880220432249958,4514.87,4229.45,4543.5866962640175,4373.541303735983,38.31454385544101,-2.1584093683772676,2.632,80.72,3.7465,26126.0,910.4,1667.6,14936.69,175.84,231.28,321.88,23.659,128.37,469.67,534700.0,408.29,134.68,289.9,1923.0
4361.5326000000005,4421.436476834085,0.00764487558917066,4497.63,4288.39,4548.24355165158,4360.502448348421,38.305355715427694,-3.2344428524924917,2.551,81.25,3.706,26053.2,916.25,1661.26,14694.84,174.49,215.49,316.48,22.733,127.46,432.99,535817.0,404.53,133.22,283.25,1916.5
4366.5923999999995,4413.578557321149,0.007644234124033272,4433.31,4288.05,4551.502912227943,4349.247087772057,39.07196969696962,-3.045926267730936,2.621,80.39,3.6915,26635.7,900.15,1683.89,14715.81,174.0,219.22,316.88,22.715,129.92,433.43,535821.0,403.0,133.98,285.09,1915.2
4371.9344,4412.155702348665,0.007746150862969023,4405.71,4299.7,4545.015084782361,4345.657915217638,42.1447473216351,-2.4483539946886568,2.592,79.38,3.6575,28726.3,891.3,1807.81,14876.47,176.57,225.6,320.4,22.535,128.7,434.86,537497.0,415.45,135.07,294.29,1928.3
4376.9562,4416.110209679639,0.007735468489877216,4376.31,4274.51,4543.031701627364,4344.683298372636,42.46697836028715,-1.3289221212060665,2.659,80.99,3.6675,29195.3,892.2,1828.98,15037.65,177.45,232.96,321.86,22.656,129.78,439.4,538107.0,423.7,137.67,301.95,1935.2
4381.7970000000005,4427.434792805849,0.00795800113463786,4436.01,4273.53,4546.251751907022,4344.245248092978,46.93045507034618,1.2724127119466022,2.795,82.51,3.7255,29426.7,906.8,1845.51,15205.58,179.46,239.76,324.04,22.708,131.33,437.53,543150.0,427.78,140.57,306.19,1944.0
4386.7372,4433.067901604949,0.0076579740323808616,4387.55,4337.44,4543.552571752117,4344.603428247882,45.065514041956185,1.3241906525849334,2.77,83.19,3.719,29420.8,914.6,1848.88,15028.07,177.79,242.65,321.01,22.743,129.56,408.55,542900.0,421.66,138.41,301.64,1946.6
4391.6306,4438.569762896495,0.0075996638069702775,4399.77,4320.06,4544.569713238484,4344.720286761515,44.76175306057435,2.114109832255928,2.763,82.82,3.765,29449.0,914.8,1852.46,15128.84,177.97,245.34,322.93,22.821,129.69,423.88,543680.0,429.98,138.56,305.74,1948.9
4395.4248,4443.052876297034,0.0076006990698728885,4369.71,4330.0,4545.898476401626,4345.048523598374,46.46619738271838,0.7146061438094042,2.959,84.4,3.7835,29578.0,892.7,1855.36,15101.71,178.19,242.19,322.23,22.731,129.66,425.54,545280.0,428.9,137.85,305.21,1950.6
4399.120400000001,4451.718587635953,0.007107674845315579,4370.36,4402.2,4550.12763921758,4344.209360782422,58.45555299598142,2.5488028626454273,2.777,82.92,3.7665,29777.4,904.45,1856.24,15273.05,179.8,249.7,326.05,22.807,131.4,446.64,553101.0,438.3,139.94,312.64,1959.9
4402.0252,4461.983420307344,0.006948164921172383,4404.33,4443.95,4553.822908439356,4342.6750915606435,64.74944393562733,2.6971864438368076,2.725,81.94,3.835,29204.2,926.9,1829.11,15407.85,178.85,251.45,330.11,23.232,131.53,454.17,551920.0,440.76,142.22,316.56,1970.0
4404.1132,4464.4521248754445,0.007153692772247142,4437.86,4453.53,4548.135117451482,4344.588882548516,62.936209176925345,2.478883038004809,2.577,82.82,3.8675,29105.5,928.5,1830.24,15274.92,181.99,253.86,327.78,23.716,128.11,446.8,533600.0,431.6,139.57,310.73,1976.1
4407.5954,4470.21179797153,0.007211636693164843,4489.72,4450.32,4547.14527715811,4345.001722841891,59.21862756072988,3.0095918871672067,2.565,81.55,3.8995,29189.3,921.8,1835.98,15353.54,191.17,259.32,326.66,23.697,128.45,445.15,541000.0,431.0,128.91,313.19,1968.8
4410.871,4476.854598283603,0.0068683285658612744,4464.05,4505.1,4546.861143531093,4345.137856468907,69.64040454488699,2.4761995581620955,2.477,79.49,3.8435,29173.7,930.4,1840.21,15370.74,192.58,254.11,327.5,23.872,128.38,442.69,533800.0,429.7,128.21,314.31,1975.0
4414.866599999999,4492.22004470151,0.00713087111895599,4468.83,4467.44,4564.601787474527,4335.307212525473,73.8182405513082,3.1292109259868583,2.56,81.37,3.9085,29712.2,940.4,1874.21,15718.01,195.6,261.07,336.34,24.326,131.55,465.07,534400.0,438.62,131.69,322.71,1978.8
4419.481000000001,4507.103114747431,0.0071274711026589705,4467.71,4461.9,4587.731450100168,4327.74254989983,80.99816202460062,2.2103828301096584,2.634,81.8,4.008,29232.4,958.6,1856.17,15757.0,196.45,267.43,335.92,24.972,132.72,467.29,535400.0,438.97,133.68,318.6,2009.2
4424.4124,4518.66109709398,0.007082426151016925,4499.38,4487.46,4605.356203853043,4327.769796146958,79.44847524532283,2.6473717812300457,2.638,80.58,3.9265,29315.0,943.7,1874.23,15750.93,195.83,266.44,338.37,24.495,132.58,467.5,533113.0,425.78,132.21,325.48,1999.9
4428.9906,4521.545543694906,0.0072156084109203066,4518.44,4457.49,4610.014425141342,4339.221574858659,67.95563710939606,1.5346298695631644,2.492,80.09,3.8755,29222.7,945.0,1861.32,15464.93,193.22,255.71,330.72,24.243,129.4,459.0,531650.0,413.17,128.25,311.71,1965.3
4435.1618,4528.500075434151,0.007282109516031875,4478.03,4451.14,4621.245941966476,4341.064058033524,67.5891809274271,2.216795629080659,2.665,78.78,3.902,29352.2,972.0,1872.0,15499.26,194.5,264.35,337.77,24.841,129.27,454.52,531900.0,422.67,128.15,298.57,1989.7
4441.236,4534.4939099827425,0.007269627609134779,4501.89,4465.48,4628.020972160233,4352.280027839766,62.33028803451336,1.5130973600807174,2.73,79.63,3.9155,29228.6,976.6,1857.67,15561.42,193.62,265.28,350.98,24.695,122.21,456.79,528453.0,427.7,129.13,294.47,1983.1
4447.739799999999,4537.593308446936,0.007199735747394326,4513.39,4496.83,4631.728378149779,4364.059621850221,64.97900062832771,0.8011614628057551,2.685,78.74,3.8555,29178.1,969.5,1850.04,15448.02,192.75,269.06,345.11,24.451,121.53,446.12,532647.0,428.37,128.8,291.61,1981.6
4452.6988,4537.400491762792,0.007208275282444157,4576.73,4515.77,4626.522477163757,4385.928522836242,60.68500522300659,1.302135090653711,2.707,77.07,3.818,29903.1,972.2,1891.75,15425.67,191.94,260.02,343.77,24.855,120.02,443.09,527750.0,427.5,130.0,294.26,1966.6
4457.6352,4537.011185337747,0.007199390045616543,4588.96,4507.66,4616.7887989333685,4412.1132010666315,60.61784607601337,0.7325812047828784,2.731,75.63,3.8345,29801.0,964.1,1891.23,15466.09,193.13,262.9,346.87,24.992,119.2,455.2,526240.0,437.42,129.96,302.52,1970.9
4462.9556,4541.4279260550165,0.007295663778647669,4582.23,4514.87,4613.070176153915,4431.970823846086,60.515470453969066,1.1594389139870431,2.585,75.35,3.814,29909.7,984.8,1888.65,15826.35,195.1,291.26,355.08,25.387,122.03,470.77,520500.0,477.59,135.36,316.01,1980.8
4468.565,4543.512860508091,0.007271306558453506,4537.41,4497.63,4610.642784524544,4446.110215475456,55.948814795519624,-0.47523013155681415,2.618,75.75,3.8295,29866.8,994.4,1897.58,15841.35,193.73,293.34,359.49,25.256,123.76,474.94,524750.0,474.8,132.83,312.05,1980.8
4473.550200000001,4540.324728122231,0.006874458064940233,4566.75,4433.31,4610.330717962311,4449.729282037689,57.487453997992645,-1.4419389142637962,2.504,74.15,3.844,30139.7,987.5,1911.24,15713.28,193.99,290.38,345.73,25.018,124.65,464.61,523500.0,450.05,133.56,310.62,1956.4
4476.909799999999,4534.954769949581,0.006805175633561407,4567.46,4405.71,4607.206412618405,4456.990587381593,50.60360452788887,-1.6762580664872684,2.53,75.42,3.933,30317.4,984.3,1938.05,15565.6,190.69,281.38,345.24,25.194,125.42,454.69,517408.0,441.91,134.68,308.87,1964.4
4480.7094,4531.121728418876,0.006658446483185114,4554.64,4376.31,4604.037773495694,4464.280226504307,49.41337162469787,-0.603207556733909,2.534,76.89,3.94,31466.1,983.4,2004.77,15571.98,190.54,277.9,342.66,24.949,124.54,459.77,521833.0,450.38,134.3,313.41,1963.8
